test_type,depth,num_leaves,bitsize,field,func,avg_time,avg_max_bits,total_bits_processed,result,expected,correct,trial_tree,trial_run,leaf_values
baseline_plain,3,8,2,GF(8),xor,8.821487426757812e-06,5,20,3,3,True,0,0,"[3, 1, 0, 0, 1, 0, 1, 1]"
logn_loglogn,3,8,2,GF(8),xor,0.08291745185852051,6,8043,3,3,True,0,0,"[3, 1, 0, 0, 1, 0, 1, 1]"
baseline_plain,3,8,2,GF(8),xor,8.58306884765625e-06,6,18,2,2,True,1,0,"[0, 1, 3, 2, 0, 3, 3, 2]"
logn_loglogn,3,8,2,GF(8),xor,0.08190226554870605,6,8043,2,2,True,1,0,"[0, 1, 3, 2, 0, 3, 3, 2]"
baseline_plain,3,8,2,GF(8),xor,9.298324584960938e-06,7,24,0,0,True,2,0,"[1, 3, 3, 2, 0, 0, 1, 2]"
logn_loglogn,3,8,2,GF(8),xor,0.08384466171264648,6,8043,0,0,True,2,0,"[1, 3, 3, 2, 0, 0, 1, 2]"
baseline_plain,3,8,2,GF(8),xor,1.6689300537109375e-05,5,12,1,1,True,3,0,"[1, 1, 2, 1, 3, 2, 2, 1]"
logn_loglogn,3,8,2,GF(8),xor,0.08228707313537598,6,8043,1,1,True,3,0,"[1, 1, 2, 1, 3, 2, 2, 1]"
baseline_plain,3,8,2,GF(8),xor,9.5367431640625e-06,7,24,3,3,True,4,0,"[1, 2, 1, 3, 2, 1, 1, 0]"
logn_loglogn,3,8,2,GF(8),xor,0.08315682411193848,6,8043,3,3,True,4,0,"[1, 2, 1, 3, 2, 1, 1, 0]"
baseline_plain,3,8,2,GF(8),xor,9.298324584960938e-06,7,23,0,0,True,5,0,"[2, 0, 3, 0, 2, 2, 1, 0]"
logn_loglogn,3,8,2,GF(8),xor,0.08270668983459473,6,8043,0,0,True,5,0,"[2, 0, 3, 0, 2, 2, 1, 0]"
baseline_plain,3,8,2,GF(8),xor,9.059906005859375e-06,6,13,1,1,True,6,0,"[1, 0, 1, 0, 2, 0, 0, 3]"
logn_loglogn,3,8,2,GF(8),xor,0.0808861255645752,6,8043,1,1,True,6,0,"[1, 0, 1, 0, 2, 0, 0, 3]"
baseline_plain,3,8,2,GF(8),xor,9.751319885253906e-05,6,17,1,1,True,7,0,"[1, 0, 3, 3, 1, 0, 2, 3]"
logn_loglogn,3,8,2,GF(8),xor,0.08325028419494629,6,8043,1,1,True,7,0,"[1, 0, 3, 3, 1, 0, 2, 3]"
baseline_plain,3,8,2,GF(8),xor,9.059906005859375e-06,5,23,2,2,True,8,0,"[0, 3, 3, 3, 0, 1, 1, 1]"
logn_loglogn,3,8,2,GF(8),xor,0.08444571495056152,6,8043,2,2,True,8,0,"[0, 3, 3, 3, 0, 1, 1, 1]"
baseline_plain,3,8,2,GF(8),xor,9.775161743164062e-06,3,13,1,1,True,9,0,"[3, 3, 1, 3, 0, 3, 3, 3]"
logn_loglogn,3,8,2,GF(8),xor,0.08204054832458496,6,8043,1,1,True,9,0,"[3, 3, 1, 3, 0, 3, 3, 3]"
baseline_plain,4,16,2,GF(8),xor,1.430511474609375e-05,7,52,1,1,True,0,0,"[1, 3, 2, 3, 1, 0, 2, 0, 1, 3, 1, 1, 1, 3, 2, 3]"
logn_loglogn,4,16,2,GF(8),xor,2.249586820602417,6,225211,1,1,True,0,0,"[1, 3, 2, 3, 1, 0, 2, 0, 1, 3, 1, 1, 1, 3, 2, 3]"
baseline_plain,4,16,2,GF(8),xor,1.1682510375976562e-05,7,47,0,0,True,1,0,"[3, 0, 3, 0, 0, 2, 3, 3, 0, 0, 3, 1, 3, 0, 0, 3]"
logn_loglogn,4,16,2,GF(8),xor,2.2201921939849854,6,225211,0,0,True,1,0,"[3, 0, 3, 0, 0, 2, 3, 3, 0, 0, 3, 1, 3, 0, 0, 3]"
baseline_plain,4,16,2,GF(8),xor,1.5974044799804688e-05,7,48,2,2,True,2,0,"[1, 3, 0, 0, 2, 0, 2, 3, 3, 1, 0, 0, 3, 2, 1, 1]"
logn_loglogn,4,16,2,GF(8),xor,2.2418437004089355,6,225211,2,2,True,2,0,"[1, 3, 0, 0, 2, 0, 2, 3, 3, 1, 0, 0, 3, 2, 1, 1]"
baseline_plain,4,16,2,GF(8),xor,1.2874603271484375e-05,5,19,3,3,True,3,0,"[0, 0, 2, 0, 0, 1, 1, 2, 3, 1, 2, 1, 3, 2, 1, 2]"
logn_loglogn,4,16,2,GF(8),xor,2.2161784172058105,6,225211,3,3,True,3,0,"[0, 0, 2, 0, 0, 1, 1, 2, 3, 1, 2, 1, 3, 2, 1, 2]"
baseline_plain,4,16,2,GF(8),xor,1.2159347534179688e-05,7,47,3,3,True,4,0,"[0, 2, 2, 0, 2, 0, 0, 1, 3, 3, 3, 1, 1, 0, 0, 3]"
logn_loglogn,4,16,2,GF(8),xor,2.40312123298645,6,225211,3,3,True,4,0,"[0, 2, 2, 0, 2, 0, 0, 1, 3, 3, 3, 1, 1, 0, 0, 3]"
baseline_plain,4,16,2,GF(8),xor,1.1682510375976562e-05,7,46,1,1,True,5,0,"[1, 3, 1, 0, 3, 0, 0, 2, 1, 3, 1, 3, 0, 0, 3, 0]"
logn_loglogn,4,16,2,GF(8),xor,2.533125638961792,6,225211,1,1,True,5,0,"[1, 3, 1, 0, 3, 0, 0, 2, 1, 3, 1, 3, 0, 0, 3, 0]"
baseline_plain,4,16,2,GF(8),xor,1.33514404296875e-05,6,38,1,1,True,6,0,"[2, 3, 1, 1, 2, 1, 2, 0, 2, 3, 2, 0, 0, 3, 2, 3]"
logn_loglogn,4,16,2,GF(8),xor,2.5461843013763428,6,225211,1,1,True,6,0,"[2, 3, 1, 1, 2, 1, 2, 0, 2, 3, 2, 0, 0, 3, 2, 3]"
baseline_plain,4,16,2,GF(8),xor,1.2636184692382812e-05,7,55,3,3,True,7,0,"[3, 0, 3, 2, 2, 2, 1, 3, 2, 2, 2, 0, 1, 2, 1, 3]"
logn_loglogn,4,16,2,GF(8),xor,3.2849178314208984,6,225211,3,3,True,7,0,"[3, 0, 3, 2, 2, 2, 1, 3, 2, 2, 2, 0, 1, 2, 1, 3]"
baseline_plain,4,16,2,GF(8),xor,1.1682510375976562e-05,5,48,0,0,True,8,0,"[3, 1, 0, 1, 3, 0, 3, 3, 1, 0, 3, 3, 1, 0, 1, 1]"
logn_loglogn,4,16,2,GF(8),xor,2.5596649646759033,6,225211,0,0,True,8,0,"[3, 1, 0, 1, 3, 0, 3, 3, 1, 0, 3, 3, 1, 0, 1, 1]"
baseline_plain,4,16,2,GF(8),xor,5.3882598876953125e-05,5,21,3,3,True,9,0,"[1, 1, 1, 1, 2, 2, 0, 0, 3, 1, 2, 1, 2, 3, 2, 1]"
logn_loglogn,4,16,2,GF(8),xor,2.6407546997070312,6,225211,3,3,True,9,0,"[1, 1, 1, 1, 2, 2, 0, 0, 3, 1, 2, 1, 2, 3, 2, 1]"
baseline_plain,2,4,2,GF(8),and,6.4373016357421875e-06,3,4,0,0,True,0,0,"[1, 0, 1, 3]"
logn_loglogn,2,4,2,GF(8),and,0.0028443336486816406,6,287,0,0,True,0,0,"[1, 0, 1, 3]"
baseline_plain,2,4,2,GF(8),and,1.0251998901367188e-05,6,10,0,0,True,1,0,"[1, 3, 3, 2]"
logn_loglogn,2,4,2,GF(8),and,0.002838611602783203,6,287,0,0,True,1,0,"[1, 3, 3, 2]"
baseline_plain,2,4,2,GF(8),and,7.677078247070312e-05,2,4,0,0,True,2,0,"[0, 2, 0, 2]"
logn_loglogn,2,4,2,GF(8),and,0.0033881664276123047,6,287,0,0,True,2,0,"[0, 2, 0, 2]"
baseline_plain,2,4,2,GF(8),and,6.67572021484375e-06,3,4,0,0,True,3,0,"[2, 1, 0, 1]"
logn_loglogn,2,4,2,GF(8),and,0.002959012985229492,6,287,0,0,True,3,0,"[2, 1, 0, 1]"
baseline_plain,2,4,2,GF(8),and,6.198883056640625e-06,1,1,0,0,True,4,0,"[1, 0, 0, 0]"
logn_loglogn,2,4,2,GF(8),and,0.0036520957946777344,6,287,0,0,True,4,0,"[1, 0, 0, 0]"
baseline_plain,2,4,2,GF(8),and,6.9141387939453125e-06,1,3,0,0,True,5,0,"[1, 0, 1, 1]"
logn_loglogn,2,4,2,GF(8),and,0.002980470657348633,6,287,0,0,True,5,0,"[1, 0, 1, 1]"
baseline_plain,2,4,2,GF(8),and,1.049041748046875e-05,2,2,0,0,True,6,0,"[0, 0, 3, 0]"
logn_loglogn,2,4,2,GF(8),and,0.006329536437988281,6,287,0,0,True,6,0,"[0, 0, 3, 0]"
baseline_plain,2,4,2,GF(8),and,9.059906005859375e-06,3,4,0,0,True,7,0,"[0, 1, 1, 2]"
logn_loglogn,2,4,2,GF(8),and,0.004233121871948242,6,287,0,0,True,7,0,"[0, 1, 1, 2]"
baseline_plain,2,4,2,GF(8),and,6.198883056640625e-06,6,9,0,0,True,8,0,"[1, 3, 2, 1]"
logn_loglogn,2,4,2,GF(8),and,0.003057718276977539,6,287,0,0,True,8,0,"[1, 3, 2, 1]"
baseline_plain,2,4,2,GF(8),and,5.9604644775390625e-06,3,4,0,0,True,9,0,"[3, 0, 1, 1]"
logn_loglogn,2,4,2,GF(8),and,0.0029404163360595703,6,287,0,0,True,9,0,"[3, 0, 1, 1]"
baseline_plain,3,8,2,GF(8),and,1.6450881958007812e-05,7,26,0,0,True,0,0,"[3, 2, 3, 1, 3, 3, 0, 1]"
logn_loglogn,3,8,2,GF(8),and,0.08916354179382324,6,8043,0,0,True,0,0,"[3, 2, 3, 1, 3, 3, 0, 1]"
baseline_plain,3,8,2,GF(8),and,1.0251998901367188e-05,7,27,0,0,True,1,0,"[3, 3, 0, 2, 3, 2, 2, 1]"
logn_loglogn,3,8,2,GF(8),and,0.08976459503173828,6,8043,0,0,True,1,0,"[3, 3, 0, 2, 3, 2, 2, 1]"
baseline_plain,3,8,2,GF(8),and,1.0013580322265625e-05,5,11,0,0,True,2,0,"[3, 0, 1, 0, 3, 2, 3, 3]"
logn_loglogn,3,8,2,GF(8),and,0.08824849128723145,6,8043,0,0,True,2,0,"[3, 0, 1, 0, 3, 2, 3, 3]"
baseline_plain,3,8,2,GF(8),and,9.298324584960938e-06,5,25,0,0,True,3,0,"[3, 3, 3, 0, 0, 1, 3, 3]"
logn_loglogn,3,8,2,GF(8),and,0.0885009765625,6,8043,0,0,True,3,0,"[3, 3, 3, 0, 0, 1, 3, 3]"
baseline_plain,3,8,2,GF(8),and,9.775161743164062e-06,5,7,0,0,True,4,0,"[0, 0, 0, 1, 3, 2, 0, 2]"
logn_loglogn,3,8,2,GF(8),and,0.08836817741394043,6,8043,0,0,True,4,0,"[0, 0, 0, 1, 3, 2, 0, 2]"
baseline_plain,3,8,2,GF(8),and,9.775161743164062e-06,7,25,0,0,True,5,0,"[2, 3, 0, 2, 0, 3, 2, 1]"
logn_loglogn,3,8,2,GF(8),and,0.1263570785522461,6,8043,0,0,True,5,0,"[2, 3, 0, 2, 0, 3, 2, 1]"
baseline_plain,3,8,2,GF(8),and,8.821487426757812e-06,3,6,0,0,True,6,0,"[2, 0, 0, 0, 1, 1, 2, 0]"
logn_loglogn,3,8,2,GF(8),and,0.14864897727966309,6,8043,0,0,True,6,0,"[2, 0, 0, 0, 1, 1, 2, 0]"
baseline_plain,3,8,2,GF(8),and,1.0013580322265625e-05,6,20,0,0,True,7,0,"[3, 1, 2, 3, 2, 0, 2, 3]"
logn_loglogn,3,8,2,GF(8),and,0.10899662971496582,6,8043,0,0,True,7,0,"[3, 1, 2, 3, 2, 0, 2, 3]"
baseline_plain,3,8,2,GF(8),and,1.0013580322265625e-05,7,23,0,0,True,8,0,"[2, 2, 1, 1, 0, 0, 1, 3]"
logn_loglogn,3,8,2,GF(8),and,0.09065699577331543,6,8043,0,0,True,8,0,"[2, 2, 1, 1, 0, 0, 1, 3]"
baseline_plain,3,8,2,GF(8),and,9.5367431640625e-06,5,11,0,0,True,9,0,"[0, 3, 1, 2, 2, 2, 0, 3]"
logn_loglogn,3,8,2,GF(8),and,0.09215974807739258,6,8043,0,0,True,9,0,"[0, 3, 1, 2, 2, 2, 0, 3]"
baseline_plain,4,16,2,GF(8),and,2.193450927734375e-05,5,23,0,0,True,0,0,"[3, 0, 2, 2, 3, 2, 2, 3, 3, 2, 2, 3, 0, 0, 0, 1]"
logn_loglogn,4,16,2,GF(8),and,2.7115325927734375,6,225211,0,0,True,0,0,"[3, 0, 2, 2, 3, 2, 2, 3, 3, 2, 2, 3, 0, 0, 0, 1]"
baseline_plain,4,16,2,GF(8),and,1.2159347534179688e-05,5,18,0,0,True,1,0,"[1, 0, 0, 2, 0, 1, 3, 3, 1, 3, 3, 3, 0, 0, 2, 1]"
logn_loglogn,4,16,2,GF(8),and,2.5261993408203125,6,225211,0,0,True,1,0,"[1, 0, 0, 2, 0, 1, 3, 3, 1, 3, 3, 3, 0, 0, 2, 1]"
baseline_plain,4,16,2,GF(8),and,1.2874603271484375e-05,6,37,0,0,True,2,0,"[3, 1, 2, 3, 1, 3, 3, 1, 3, 1, 2, 2, 1, 1, 0, 0]"
logn_loglogn,4,16,2,GF(8),and,2.554725170135498,6,225211,0,0,True,2,0,"[3, 1, 2, 3, 1, 3, 3, 1, 3, 1, 2, 2, 1, 1, 0, 0]"
baseline_plain,4,16,2,GF(8),and,1.239776611328125e-05,7,49,0,0,True,3,0,"[3, 3, 1, 1, 1, 2, 0, 3, 0, 1, 2, 3, 0, 0, 1, 3]"
logn_loglogn,4,16,2,GF(8),and,2.5706212520599365,6,225211,0,0,True,3,0,"[3, 3, 1, 1, 1, 2, 0, 3, 0, 1, 2, 3, 0, 0, 1, 3]"
baseline_plain,4,16,2,GF(8),and,1.1920928955078125e-05,5,18,0,0,True,4,0,"[0, 2, 0, 0, 3, 1, 0, 0, 2, 3, 2, 2, 0, 1, 3, 3]"
logn_loglogn,4,16,2,GF(8),and,2.575847864151001,6,225211,0,0,True,4,0,"[0, 2, 0, 0, 3, 1, 0, 0, 2, 3, 2, 2, 0, 1, 3, 3]"
baseline_plain,4,16,2,GF(8),and,1.1920928955078125e-05,7,53,0,0,True,5,0,"[3, 2, 2, 3, 2, 2, 0, 0, 1, 2, 3, 1, 1, 2, 0, 3]"
logn_loglogn,4,16,2,GF(8),and,2.6133573055267334,6,225211,0,0,True,5,0,"[3, 2, 2, 3, 2, 2, 0, 0, 1, 2, 3, 1, 1, 2, 0, 3]"
baseline_plain,4,16,2,GF(8),and,1.2159347534179688e-05,5,16,0,0,True,6,0,"[0, 1, 0, 2, 3, 0, 3, 1, 3, 3, 0, 0, 3, 2, 0, 0]"
logn_loglogn,4,16,2,GF(8),and,2.760525941848755,6,225211,0,0,True,6,0,"[0, 1, 0, 2, 3, 0, 3, 1, 3, 3, 0, 0, 3, 2, 0, 0]"
baseline_plain,4,16,2,GF(8),and,1.239776611328125e-05,5,19,0,0,True,7,0,"[2, 0, 0, 3, 1, 1, 0, 1, 3, 3, 1, 2, 1, 3, 1, 1]"
logn_loglogn,4,16,2,GF(8),and,2.5336358547210693,6,225211,0,0,True,7,0,"[2, 0, 0, 3, 1, 1, 0, 1, 3, 3, 1, 2, 1, 3, 1, 1]"
baseline_plain,4,16,2,GF(8),and,1.2874603271484375e-05,5,13,0,0,True,8,0,"[1, 0, 0, 2, 2, 0, 2, 1, 1, 0, 1, 0, 3, 0, 1, 0]"
logn_loglogn,4,16,2,GF(8),and,2.522916078567505,6,225211,0,0,True,8,0,"[1, 0, 0, 2, 2, 0, 2, 1, 1, 0, 1, 0, 3, 0, 1, 0]"
baseline_plain,4,16,2,GF(8),and,1.3113021850585938e-05,5,14,0,0,True,9,0,"[3, 0, 2, 0, 1, 1, 3, 2, 3, 1, 0, 0, 0, 0, 0, 1]"
logn_loglogn,4,16,2,GF(8),and,2.523482322692871,6,225211,0,0,True,9,0,"[3, 0, 2, 0, 1, 1, 3, 2, 3, 1, 0, 0, 0, 0, 0, 1]"
