test_type,depth,num_leaves,bitsize,field,func,avg_time,avg_max_bits,total_bits_processed,result,expected,correct,trial_tree,trial_run,leaf_values
baseline_plain,4,16,3,GF(32),xor,1.5497207641601562e-05,20,79,2,2,True,8,0,"[6, 2, 4, 5, 3, 3, 2, 1, 2, 2, 7, 2, 4, 1, 0, 4]"
logn_loglogn,4,16,3,GF(32),xor,766.3272790908813,9,28754370,2,2,True,8,0,"[6, 2, 4, 5, 3, 3, 2, 1, 2, 2, 7, 2, 4, 1, 0, 4]"
baseline_plain,4,16,3,GF(32),xor,2.4080276489257812e-05,16,64,1,1,True,9,0,"[7, 5, 3, 1, 2, 4, 7, 2, 3, 3, 2, 5, 3, 1, 7, 0]"
logn_loglogn,4,16,3,GF(32),xor,1026.954030752182,9,28754370,1,1,True,9,0,"[7, 5, 3, 1, 2, 4, 7, 2, 3, 3, 2, 5, 3, 1, 7, 0]"
baseline_plain,2,4,3,GF(32),and,1.1920928955078125e-05,9,16,2,2,True,0,0,"[2, 6, 3, 6]"
logn_loglogn,2,4,3,GF(32),and,0.06297659873962402,9,1870,2,2,True,0,0,"[2, 6, 3, 6]"
baseline_plain,2,4,3,GF(32),and,1.2874603271484375e-05,10,16,0,0,True,1,0,"[7, 4, 0, 1]"
logn_loglogn,2,4,3,GF(32),and,0.0746164321899414,9,1870,0,0,True,1,0,"[7, 4, 0, 1]"
baseline_plain,2,4,3,GF(32),and,1.0251998901367188e-05,7,16,3,3,True,2,0,"[7, 3, 3, 7]"
logn_loglogn,2,4,3,GF(32),and,0.07978081703186035,9,1870,3,3,True,2,0,"[7, 3, 3, 7]"
baseline_plain,2,4,3,GF(32),and,1.7404556274414062e-05,9,21,6,6,True,3,0,"[6, 6, 6, 7]"
logn_loglogn,2,4,3,GF(32),and,0.07970547676086426,9,1870,6,6,True,3,0,"[6, 6, 6, 7]"
baseline_plain,2,4,3,GF(32),and,1.0251998901367188e-05,4,6,0,0,True,4,0,"[0, 3, 3, 2]"
logn_loglogn,2,4,3,GF(32),and,0.09436631202697754,9,1870,0,0,True,4,0,"[0, 3, 3, 2]"
baseline_plain,2,4,3,GF(32),and,1.0967254638671875e-05,7,9,0,0,True,5,0,"[3, 1, 0, 4]"
logn_loglogn,2,4,3,GF(32),and,0.06813788414001465,9,1870,0,0,True,5,0,"[3, 1, 0, 4]"
baseline_plain,2,4,3,GF(32),and,1.0251998901367188e-05,6,10,0,0,True,6,0,"[3, 5, 0, 3]"
logn_loglogn,2,4,3,GF(32),and,0.06268048286437988,9,1870,0,0,True,6,0,"[3, 5, 0, 3]"
baseline_plain,2,4,3,GF(32),and,1.1444091796875e-05,11,19,0,0,True,7,0,"[6, 4, 2, 2]"
logn_loglogn,2,4,3,GF(32),and,0.06610918045043945,9,1870,0,0,True,7,0,"[6, 4, 2, 2]"
baseline_plain,2,4,3,GF(32),and,1.2159347534179688e-05,7,11,0,0,True,8,0,"[3, 6, 0, 0]"
logn_loglogn,2,4,3,GF(32),and,0.05389976501464844,9,1870,0,0,True,8,0,"[3, 6, 0, 0]"
baseline_plain,2,4,3,GF(32),and,1.0967254638671875e-05,9,18,0,0,True,9,0,"[7, 7, 4, 0]"
logn_loglogn,2,4,3,GF(32),and,0.05650925636291504,9,1870,0,0,True,9,0,"[7, 7, 4, 0]"
baseline_plain,3,8,3,GF(32),and,1.7642974853515625e-05,15,19,0,0,True,0,0,"[3, 4, 1, 6, 1, 4, 5, 7]"
logn_loglogn,3,8,3,GF(32),and,9.308972597122192,9,231890,0,0,True,0,0,"[3, 4, 1, 6, 1, 4, 5, 7]"
baseline_plain,3,8,3,GF(32),and,1.6450881958007812e-05,10,28,0,0,True,1,0,"[2, 3, 6, 0, 1, 6, 0, 6]"
logn_loglogn,3,8,3,GF(32),and,9.508060932159424,9,231890,0,0,True,1,0,"[2, 3, 6, 0, 1, 6, 0, 6]"
baseline_plain,3,8,3,GF(32),and,1.6450881958007812e-05,14,29,0,0,True,2,0,"[3, 6, 5, 6, 1, 4, 0, 0]"
logn_loglogn,3,8,3,GF(32),and,9.237716674804688,9,231890,0,0,True,2,0,"[3, 6, 5, 6, 1, 4, 0, 0]"
baseline_plain,3,8,3,GF(32),and,2.6702880859375e-05,12,42,0,0,True,3,0,"[4, 5, 5, 7, 7, 4, 0, 7]"
logn_loglogn,3,8,3,GF(32),and,8.814412355422974,9,231890,0,0,True,3,0,"[4, 5, 5, 7, 7, 4, 0, 7]"
baseline_plain,3,8,3,GF(32),and,1.5735626220703125e-05,14,38,0,0,True,4,0,"[4, 4, 5, 3, 1, 2, 1, 3]"
logn_loglogn,3,8,3,GF(32),and,9.202322006225586,9,231890,0,0,True,4,0,"[4, 4, 5, 3, 1, 2, 1, 3]"
baseline_plain,3,8,3,GF(32),and,3.147125244140625e-05,12,12,0,0,True,5,0,"[5, 0, 4, 0, 1, 3, 7, 0]"
logn_loglogn,3,8,3,GF(32),and,8.200808048248291,9,231890,0,0,True,5,0,"[5, 0, 4, 0, 1, 3, 7, 0]"
baseline_plain,3,8,3,GF(32),and,1.7881393432617188e-05,13,27,0,0,True,6,0,"[3, 5, 3, 5, 7, 6, 6, 1]"
logn_loglogn,3,8,3,GF(32),and,8.290233612060547,9,231890,0,0,True,6,0,"[3, 5, 3, 5, 7, 6, 6, 1]"
baseline_plain,3,8,3,GF(32),and,1.5974044799804688e-05,10,19,0,0,True,7,0,"[5, 2, 2, 3, 7, 5, 2, 3]"
logn_loglogn,3,8,3,GF(32),and,8.541658878326416,9,231890,0,0,True,7,0,"[5, 2, 2, 3, 7, 5, 2, 3]"
baseline_plain,3,8,3,GF(32),and,2.09808349609375e-05,15,39,0,0,True,8,0,"[7, 6, 6, 5, 4, 0, 7, 0]"
logn_loglogn,3,8,3,GF(32),and,8.863991260528564,9,231890,0,0,True,8,0,"[7, 6, 6, 5, 4, 0, 7, 0]"
baseline_plain,3,8,3,GF(32),and,2.193450927734375e-05,15,42,0,0,True,9,0,"[5, 7, 7, 1, 6, 2, 7, 7]"
logn_loglogn,3,8,3,GF(32),and,8.326608657836914,9,231890,0,0,True,9,0,"[5, 7, 7, 1, 6, 2, 7, 7]"
baseline_plain,4,16,3,GF(32),and,2.5987625122070312e-05,17,36,0,0,True,0,0,"[1, 2, 4, 4, 0, 6, 3, 5, 7, 1, 6, 5, 1, 5, 5, 3]"
logn_loglogn,4,16,3,GF(32),and,963.4464614391327,9,28754370,0,0,True,0,0,"[1, 2, 4, 4, 0, 6, 3, 5, 7, 1, 6, 5, 1, 5, 5, 3]"
baseline_plain,4,16,3,GF(32),and,1.7404556274414062e-05,17,56,0,0,True,1,0,"[5, 3, 6, 6, 3, 2, 5, 0, 6, 5, 3, 7, 6, 7, 5, 4]"
logn_loglogn,4,16,3,GF(32),and,929.3851175308228,9,28754370,0,0,True,1,0,"[5, 3, 6, 6, 3, 2, 5, 0, 6, 5, 3, 7, 6, 7, 5, 4]"
baseline_plain,4,16,3,GF(32),and,1.71661376953125e-05,17,30,0,0,True,2,0,"[0, 2, 0, 1, 3, 6, 7, 5, 6, 4, 1, 4, 5, 0, 1, 2]"
logn_loglogn,4,16,3,GF(32),and,316.5064013004303,9,28754370,0,0,True,2,0,"[0, 2, 0, 1, 3, 6, 7, 5, 6, 4, 1, 4, 5, 0, 1, 2]"
baseline_plain,4,16,3,GF(32),and,1.3589859008789062e-05,19,64,0,0,True,3,0,"[3, 6, 7, 6, 2, 6, 4, 5, 3, 1, 1, 3, 1, 1, 2, 3]"
logn_loglogn,4,16,3,GF(32),and,276.65463042259216,9,28754370,0,0,True,3,0,"[3, 6, 7, 6, 2, 6, 4, 5, 3, 1, 1, 3, 1, 1, 2, 3]"
baseline_plain,4,16,3,GF(32),and,1.4066696166992188e-05,20,79,0,0,True,4,0,"[5, 7, 6, 2, 3, 0, 0, 6, 3, 6, 7, 0, 6, 7, 4, 1]"
logn_loglogn,4,16,3,GF(32),and,277.44645833969116,9,28754370,0,0,True,4,0,"[5, 7, 6, 2, 3, 0, 0, 6, 3, 6, 7, 0, 6, 7, 4, 1]"
baseline_plain,4,16,3,GF(32),and,1.3589859008789062e-05,16,35,0,0,True,5,0,"[7, 0, 5, 6, 7, 3, 2, 0, 7, 0, 2, 4, 6, 5, 2, 7]"
logn_loglogn,4,16,3,GF(32),and,276.9692208766937,9,28754370,0,0,True,5,0,"[7, 0, 5, 6, 7, 3, 2, 0, 7, 0, 2, 4, 6, 5, 2, 7]"
baseline_plain,4,16,3,GF(32),and,1.4781951904296875e-05,17,74,0,0,True,6,0,"[7, 7, 6, 5, 0, 1, 2, 7, 1, 3, 1, 1, 6, 7, 0, 0]"
logn_loglogn,4,16,3,GF(32),and,278.32120180130005,9,28754370,0,0,True,6,0,"[7, 7, 6, 5, 0, 1, 2, 7, 1, 3, 1, 1, 6, 7, 0, 0]"
baseline_plain,4,16,3,GF(32),and,1.3828277587890625e-05,17,33,0,0,True,7,0,"[1, 0, 0, 2, 3, 4, 2, 5, 4, 0, 2, 5, 4, 6, 6, 7]"
logn_loglogn,4,16,3,GF(32),and,277.7983157634735,9,28754370,0,0,True,7,0,"[1, 0, 0, 2, 3, 4, 2, 5, 4, 0, 2, 5, 4, 6, 6, 7]"
baseline_plain,4,16,3,GF(32),and,1.5974044799804688e-05,12,43,0,0,True,8,0,"[1, 7, 1, 2, 0, 0, 2, 0, 7, 5, 2, 2, 5, 3, 3, 3]"
logn_loglogn,4,16,3,GF(32),and,277.3437693119049,9,28754370,0,0,True,8,0,"[1, 7, 1, 2, 0, 0, 2, 0, 7, 5, 2, 2, 5, 3, 3, 3]"
baseline_plain,4,16,3,GF(32),and,1.239776611328125e-05,17,34,0,0,True,9,0,"[6, 0, 2, 4, 1, 5, 3, 1, 3, 2, 4, 3, 7, 1, 6, 4]"
logn_loglogn,4,16,3,GF(32),and,276.2103714942932,9,28754370,0,0,True,9,0,"[6, 0, 2, 4, 1, 5, 3, 1, 3, 2, 4, 3, 7, 1, 6, 4]"
baseline_plain,2,4,4,GF(32),xor,7.152557373046875e-06,14,22,7,7,True,0,0,"[11, 8, 15, 11]"
logn_loglogn,2,4,4,GF(32),xor,0.025832176208496094,12,2493,7,7,True,0,0,"[11, 8, 15, 11]"
baseline_plain,2,4,4,GF(32),xor,5.7220458984375e-06,14,20,10,10,True,1,0,"[1, 6, 5, 8]"
logn_loglogn,2,4,4,GF(32),xor,0.02676105499267578,12,2493,10,10,True,1,0,"[1, 6, 5, 8]"
baseline_plain,2,4,4,GF(32),xor,7.3909759521484375e-06,14,23,6,6,True,2,0,"[12, 10, 6, 6]"
logn_loglogn,2,4,4,GF(32),xor,0.025691747665405273,12,2493,6,6,True,2,0,"[12, 10, 6, 6]"
baseline_plain,2,4,4,GF(32),xor,6.9141387939453125e-06,7,14,0,0,True,3,0,"[6, 6, 12, 12]"
logn_loglogn,2,4,4,GF(32),xor,0.025311946868896484,12,2493,0,0,True,3,0,"[6, 6, 12, 12]"
baseline_plain,2,4,4,GF(32),xor,6.9141387939453125e-06,19,27,10,10,True,4,0,"[4, 15, 12, 13]"
logn_loglogn,2,4,4,GF(32),xor,0.0261228084564209,12,2493,10,10,True,4,0,"[4, 15, 12, 13]"
baseline_plain,2,4,4,GF(32),xor,6.9141387939453125e-06,17,21,14,14,True,5,0,"[15, 13, 8, 4]"
logn_loglogn,2,4,4,GF(32),xor,0.02507948875427246,12,2493,14,14,True,5,0,"[15, 13, 8, 4]"
baseline_plain,2,4,4,GF(32),xor,7.3909759521484375e-06,18,24,10,10,True,6,0,"[12, 10, 4, 8]"
logn_loglogn,2,4,4,GF(32),xor,0.024540185928344727,12,2493,10,10,True,6,0,"[12, 10, 4, 8]"
baseline_plain,2,4,4,GF(32),xor,6.9141387939453125e-06,14,22,13,13,True,7,0,"[10, 3, 1, 5]"
logn_loglogn,2,4,4,GF(32),xor,0.024061203002929688,12,2493,13,13,True,7,0,"[10, 3, 1, 5]"
baseline_plain,2,4,4,GF(32),xor,6.9141387939453125e-06,10,19,1,1,True,8,0,"[3, 7, 2, 7]"
logn_loglogn,2,4,4,GF(32),xor,0.024147987365722656,12,2493,1,1,True,8,0,"[3, 7, 2, 7]"
baseline_plain,2,4,4,GF(32),xor,7.152557373046875e-06,15,25,7,7,True,9,0,"[14, 11, 14, 12]"
logn_loglogn,2,4,4,GF(32),xor,0.025589942932128906,12,2493,7,7,True,9,0,"[14, 11, 14, 12]"
baseline_plain,3,8,4,GF(32),xor,8.58306884765625e-06,16,44,7,7,True,0,0,"[7, 3, 3, 10, 9, 7, 3, 7]"
logn_loglogn,3,8,4,GF(32),xor,2.943756103515625,12,309145,7,7,True,0,0,"[7, 3, 3, 10, 9, 7, 3, 7]"
baseline_plain,3,8,4,GF(32),xor,1.4066696166992188e-05,25,56,4,4,True,1,0,"[7, 8, 8, 5, 10, 5, 4, 13]"
logn_loglogn,3,8,4,GF(32),xor,2.9195806980133057,12,309145,4,4,True,1,0,"[7, 8, 8, 5, 10, 5, 4, 13]"
baseline_plain,3,8,4,GF(32),xor,1.1920928955078125e-05,27,55,9,9,True,2,0,"[12, 1, 12, 14, 15, 4, 5, 8]"
logn_loglogn,3,8,4,GF(32),xor,2.87821102142334,12,309145,9,9,True,2,0,"[12, 1, 12, 14, 15, 4, 5, 8]"
baseline_plain,3,8,4,GF(32),xor,1.049041748046875e-05,22,28,1,1,True,3,0,"[6, 6, 6, 14, 7, 15, 11, 10]"
logn_loglogn,3,8,4,GF(32),xor,2.9093737602233887,12,309145,1,1,True,3,0,"[6, 6, 6, 14, 7, 15, 11, 10]"
baseline_plain,3,8,4,GF(32),xor,1.239776611328125e-05,23,53,7,7,True,4,0,"[12, 10, 14, 9, 14, 10, 9, 11]"
logn_loglogn,3,8,4,GF(32),xor,3.015244722366333,12,309145,7,7,True,4,0,"[12, 10, 14, 9, 14, 10, 9, 11]"
baseline_plain,3,8,4,GF(32),xor,1.1920928955078125e-05,23,45,5,5,True,5,0,"[14, 8, 1, 10, 4, 1, 4, 9]"
logn_loglogn,3,8,4,GF(32),xor,3.000231981277466,12,309145,5,5,True,5,0,"[14, 8, 1, 10, 4, 1, 4, 9]"
baseline_plain,3,8,4,GF(32),xor,9.059906005859375e-06,19,32,1,1,True,6,0,"[12, 13, 6, 14, 12, 6, 1, 3]"
logn_loglogn,3,8,4,GF(32),xor,2.9548146724700928,12,309145,1,1,True,6,0,"[12, 13, 6, 14, 12, 6, 1, 3]"
baseline_plain,3,8,4,GF(32),xor,1.1920928955078125e-05,22,48,7,7,True,7,0,"[13, 10, 3, 12, 13, 15, 1, 12]"
logn_loglogn,3,8,4,GF(32),xor,2.9750819206237793,12,309145,7,7,True,7,0,"[13, 10, 3, 12, 13, 15, 1, 12]"
baseline_plain,3,8,4,GF(32),xor,1.0728836059570312e-05,18,38,1,1,True,8,0,"[6, 5, 5, 9, 6, 2, 8, 2]"
logn_loglogn,3,8,4,GF(32),xor,3.004086971282959,12,309145,1,1,True,8,0,"[6, 5, 5, 9, 6, 2, 8, 2]"
baseline_plain,3,8,4,GF(32),xor,1.0013580322265625e-05,24,36,2,2,True,9,0,"[3, 0, 7, 14, 15, 4, 5, 6]"
logn_loglogn,3,8,4,GF(32),xor,2.9781932830810547,12,309145,2,2,True,9,0,"[3, 0, 7, 14, 15, 4, 5, 6]"
baseline_plain,4,16,4,GF(32),xor,4.029273986816406e-05,36,114,1,1,True,0,0,"[5, 8, 14, 15, 5, 7, 12, 10, 12, 12, 2, 0, 15, 14, 7, 13]"
logn_loglogn,4,16,4,GF(32),xor,362.1459300518036,12,38333993,1,1,True,0,0,"[5, 8, 14, 15, 5, 7, 12, 10, 12, 12, 2, 0, 15, 14, 7, 13]"
baseline_plain,4,16,4,GF(32),xor,1.4781951904296875e-05,24,74,14,14,True,1,0,"[1, 3, 0, 5, 12, 14, 13, 14, 12, 12, 0, 8, 13, 0, 14, 3]"
logn_loglogn,4,16,4,GF(32),xor,365.24916672706604,12,38333993,14,14,True,1,0,"[1, 3, 0, 5, 12, 14, 13, 14, 12, 12, 0, 8, 13, 0, 14, 3]"
baseline_plain,4,16,4,GF(32),xor,1.4543533325195312e-05,33,97,13,13,True,2,0,"[14, 8, 14, 12, 15, 0, 10, 15, 1, 2, 2, 8, 10, 9, 14, 7]"
logn_loglogn,4,16,4,GF(32),xor,367.989684343338,12,38333993,13,13,True,2,0,"[14, 8, 14, 12, 15, 0, 10, 15, 1, 2, 2, 8, 10, 9, 14, 7]"
baseline_plain,4,16,4,GF(32),xor,1.7642974853515625e-05,42,117,6,6,True,3,0,"[4, 15, 7, 10, 0, 14, 13, 7, 9, 11, 8, 12, 15, 14, 11, 8]"
logn_loglogn,4,16,4,GF(32),xor,364.894770860672,12,38333993,6,6,True,3,0,"[4, 15, 7, 10, 0, 14, 13, 7, 9, 11, 8, 12, 15, 14, 11, 8]"
baseline_plain,4,16,4,GF(32),xor,1.71661376953125e-05,23,41,6,6,True,4,0,"[1, 1, 12, 3, 7, 12, 6, 3, 0, 12, 1, 10, 2, 2, 13, 13]"
logn_loglogn,4,16,4,GF(32),xor,362.4733684062958,12,38333993,6,6,True,4,0,"[1, 1, 12, 3, 7, 12, 6, 3, 0, 12, 1, 10, 2, 2, 13, 13]"
baseline_plain,4,16,4,GF(32),xor,1.4066696166992188e-05,34,108,13,13,True,5,0,"[9, 4, 3, 8, 0, 2, 15, 15, 9, 5, 2, 5, 4, 3, 11, 14]"
logn_loglogn,4,16,4,GF(32),xor,365.606285572052,12,38333993,13,13,True,5,0,"[9, 4, 3, 8, 0, 2, 15, 15, 9, 5, 2, 5, 4, 3, 11, 14]"
baseline_plain,4,16,4,GF(32),xor,2.3365020751953125e-05,34,85,15,15,True,6,0,"[13, 15, 10, 2, 8, 14, 15, 8, 15, 5, 0, 12, 4, 4, 14, 12]"
logn_loglogn,4,16,4,GF(32),xor,366.68428087234497,12,38333993,15,15,True,6,0,"[13, 15, 10, 2, 8, 14, 15, 8, 15, 5, 0, 12, 4, 4, 14, 12]"
baseline_plain,4,16,4,GF(32),xor,1.3113021850585938e-05,39,113,0,0,True,7,0,"[8, 1, 6, 9, 4, 13, 4, 6, 9, 3, 7, 5, 9, 15, 12, 15]"
logn_loglogn,4,16,4,GF(32),xor,367.294091463089,12,38333993,0,0,True,7,0,"[8, 1, 6, 9, 4, 13, 4, 6, 9, 3, 7, 5, 9, 15, 12, 15]"
baseline_plain,4,16,4,GF(32),xor,0.0001163482666015625,37,96,9,9,True,8,0,"[13, 8, 7, 2, 10, 12, 12, 7, 15, 2, 1, 14, 2, 2, 13, 11]"
logn_loglogn,4,16,4,GF(32),xor,389.9663898944855,12,38333993,9,9,True,8,0,"[13, 8, 7, 2, 10, 12, 12, 7, 15, 2, 1, 14, 2, 2, 13, 11]"
baseline_plain,4,16,4,GF(32),xor,1.5735626220703125e-05,38,95,14,14,True,9,0,"[4, 1, 15, 1, 13, 12, 5, 10, 10, 8, 12, 11, 3, 2, 3, 12]"
logn_loglogn,4,16,4,GF(32),xor,413.7118215560913,12,38333993,14,14,True,9,0,"[4, 1, 15, 1, 13, 12, 5, 10, 10, 8, 12, 11, 3, 2, 3, 12]"
baseline_plain,2,4,4,GF(32),and,7.271766662597656e-05,14,16,0,0,True,0,0,"[15, 1, 10, 12]"
logn_loglogn,2,4,4,GF(32),and,0.043335676193237305,12,2493,0,0,True,0,0,"[15, 1, 10, 12]"
baseline_plain,2,4,4,GF(32),and,1.239776611328125e-05,11,11,0,0,True,1,0,"[4, 9, 0, 14]"
logn_loglogn,2,4,4,GF(32),and,0.029324769973754883,12,2493,0,0,True,1,0,"[4, 9, 0, 14]"
baseline_plain,2,4,4,GF(32),and,1.0013580322265625e-05,10,23,4,4,True,2,0,"[14, 5, 5, 14]"
logn_loglogn,2,4,4,GF(32),and,0.027468442916870117,12,2493,4,4,True,2,0,"[14, 5, 5, 14]"
baseline_plain,2,4,4,GF(32),and,1.2874603271484375e-05,15,21,0,0,True,3,0,"[14, 4, 1, 10]"
logn_loglogn,2,4,4,GF(32),and,0.027032136917114258,12,2493,0,0,True,3,0,"[14, 4, 1, 10]"
baseline_plain,2,4,4,GF(32),and,2.288818359375e-05,14,20,0,0,True,4,0,"[15, 5, 0, 9]"
logn_loglogn,2,4,4,GF(32),and,0.029286623001098633,12,2493,0,0,True,4,0,"[15, 5, 0, 9]"
baseline_plain,2,4,4,GF(32),and,7.62939453125e-06,8,10,0,0,True,5,0,"[3, 1, 10, 0]"
logn_loglogn,2,4,4,GF(32),and,0.02762436866760254,12,2493,0,0,True,5,0,"[3, 1, 10, 0]"
baseline_plain,2,4,4,GF(32),and,8.344650268554688e-06,20,28,8,8,True,6,0,"[9, 8, 10, 13]"
logn_loglogn,2,4,4,GF(32),and,0.02740478515625,12,2493,8,8,True,6,0,"[9, 8, 10, 13]"
baseline_plain,2,4,4,GF(32),and,9.059906005859375e-06,16,28,12,12,True,7,0,"[12, 12, 13, 14]"
logn_loglogn,2,4,4,GF(32),and,0.026991844177246094,12,2493,12,12,True,7,0,"[12, 12, 13, 14]"
baseline_plain,2,4,4,GF(32),and,7.867813110351562e-06,8,10,0,0,True,8,0,"[2, 8, 3, 3]"
logn_loglogn,2,4,4,GF(32),and,0.029898405075073242,12,2493,0,0,True,8,0,"[2, 8, 3, 3]"
baseline_plain,2,4,4,GF(32),and,1.9550323486328125e-05,4,6,0,0,True,9,0,"[0, 3, 2, 2]"
logn_loglogn,2,4,4,GF(32),and,0.03013777732849121,12,2493,0,0,True,9,0,"[0, 3, 2, 2]"
baseline_plain,3,8,4,GF(32),and,1.621246337890625e-05,20,38,0,0,True,0,0,"[2, 14, 2, 3, 6, 14, 4, 11]"
logn_loglogn,3,8,4,GF(32),and,3.4152960777282715,12,309145,0,0,True,0,0,"[2, 14, 2, 3, 6, 14, 4, 11]"
baseline_plain,3,8,4,GF(32),and,9.775161743164062e-06,17,20,0,0,True,1,0,"[1, 14, 0, 6, 4, 3, 4, 15]"
logn_loglogn,3,8,4,GF(32),and,3.3636841773986816,12,309145,0,0,True,1,0,"[1, 14, 0, 6, 4, 3, 4, 15]"
baseline_plain,3,8,4,GF(32),and,1.0967254638671875e-05,21,49,0,0,True,2,0,"[8, 14, 3, 8, 12, 5, 0, 0]"
logn_loglogn,3,8,4,GF(32),and,3.280862808227539,12,309145,0,0,True,2,0,"[8, 14, 3, 8, 12, 5, 0, 0]"
baseline_plain,3,8,4,GF(32),and,1.1444091796875e-05,17,20,0,0,True,3,0,"[4, 0, 3, 4, 15, 11, 5, 1]"
logn_loglogn,3,8,4,GF(32),and,3.267932891845703,12,309145,0,0,True,3,0,"[4, 0, 3, 4, 15, 11, 5, 1]"
baseline_plain,3,8,4,GF(32),and,1.1205673217773438e-05,22,25,0,0,True,4,0,"[0, 7, 9, 6, 11, 12, 6, 14]"
logn_loglogn,3,8,4,GF(32),and,3.7763681411743164,12,309145,0,0,True,4,0,"[0, 7, 9, 6, 11, 12, 6, 14]"
baseline_plain,3,8,4,GF(32),and,1.0251998901367188e-05,21,25,0,0,True,5,0,"[1, 10, 6, 4, 2, 10, 8, 14]"
logn_loglogn,3,8,4,GF(32),and,3.3762102127075195,12,309145,0,0,True,5,0,"[1, 10, 6, 4, 2, 10, 8, 14]"
baseline_plain,3,8,4,GF(32),and,1.049041748046875e-05,21,23,0,0,True,6,0,"[4, 1, 2, 14, 13, 6, 12, 2]"
logn_loglogn,3,8,4,GF(32),and,3.866697072982788,12,309145,0,0,True,6,0,"[4, 1, 2, 14, 13, 6, 12, 2]"
baseline_plain,3,8,4,GF(32),and,1.0967254638671875e-05,26,42,0,0,True,7,0,"[6, 11, 14, 3, 5, 12, 15, 11]"
logn_loglogn,3,8,4,GF(32),and,4.319322109222412,12,309145,0,0,True,7,0,"[6, 11, 14, 3, 5, 12, 15, 11]"
baseline_plain,3,8,4,GF(32),and,9.298324584960938e-06,20,56,0,0,True,8,0,"[9, 9, 9, 14, 15, 0, 9, 10]"
logn_loglogn,3,8,4,GF(32),and,3.70068621635437,12,309145,0,0,True,8,0,"[9, 9, 9, 14, 15, 0, 9, 10]"
baseline_plain,3,8,4,GF(32),and,1.0728836059570312e-05,28,50,0,0,True,9,0,"[4, 13, 11, 7, 14, 5, 9, 14]"
logn_loglogn,3,8,4,GF(32),and,3.386019468307495,12,309145,0,0,True,9,0,"[4, 13, 11, 7, 14, 5, 9, 14]"
baseline_plain,4,16,4,GF(32),and,1.621246337890625e-05,38,46,0,0,True,0,0,"[9, 2, 14, 5, 13, 0, 3, 15, 3, 12, 0, 11, 2, 10, 9, 6]"
logn_loglogn,4,16,4,GF(32),and,416.31187653541565,12,38333993,0,0,True,0,0,"[9, 2, 14, 5, 13, 0, 3, 15, 3, 12, 0, 11, 2, 10, 9, 6]"
baseline_plain,4,16,4,GF(32),and,1.7642974853515625e-05,26,43,0,0,True,1,0,"[13, 0, 4, 15, 10, 1, 4, 15, 13, 12, 3, 3, 0, 10, 0, 8]"
logn_loglogn,4,16,4,GF(32),and,407.6424684524536,12,38333993,0,0,True,1,0,"[13, 0, 4, 15, 10, 1, 4, 15, 13, 12, 3, 3, 0, 10, 0, 8]"
baseline_plain,4,16,4,GF(32),and,1.811981201171875e-05,33,62,0,0,True,2,0,"[1, 5, 6, 2, 14, 9, 10, 14, 1, 10, 11, 2, 5, 13, 7, 1]"
logn_loglogn,4,16,4,GF(32),and,417.91044449806213,12,38333993,0,0,True,2,0,"[1, 5, 6, 2, 14, 9, 10, 14, 1, 10, 11, 2, 5, 13, 7, 1]"
baseline_plain,4,16,4,GF(32),and,1.7881393432617188e-05,43,114,0,0,True,3,0,"[15, 10, 13, 4, 15, 14, 8, 11, 9, 15, 3, 2, 7, 1, 10, 4]"
logn_loglogn,4,16,4,GF(32),and,413.1490547657013,12,38333993,0,0,True,3,0,"[15, 10, 13, 4, 15, 14, 8, 11, 9, 15, 3, 2, 7, 1, 10, 4]"
baseline_plain,4,16,4,GF(32),and,1.7881393432617188e-05,42,82,0,0,True,4,0,"[2, 6, 9, 1, 1, 14, 7, 8, 8, 4, 4, 12, 14, 15, 11, 13]"
logn_loglogn,4,16,4,GF(32),and,418.47424960136414,12,38333993,0,0,True,4,0,"[2, 6, 9, 1, 1, 14, 7, 8, 8, 4, 4, 12, 14, 15, 11, 13]"
baseline_plain,4,16,4,GF(32),and,4.696846008300781e-05,25,70,0,0,True,5,0,"[2, 7, 7, 1, 13, 0, 15, 3, 1, 0, 13, 13, 4, 15, 12, 1]"
logn_loglogn,4,16,4,GF(32),and,418.73934841156006,12,38333993,0,0,True,5,0,"[2, 7, 7, 1, 13, 0, 15, 3, 1, 0, 13, 13, 4, 15, 12, 1]"
baseline_plain,4,16,4,GF(32),and,1.7642974853515625e-05,29,48,0,0,True,6,0,"[7, 8, 12, 15, 15, 7, 3, 1, 9, 0, 0, 8, 9, 13, 13, 4]"
logn_loglogn,4,16,4,GF(32),and,428.98414158821106,12,38333993,0,0,True,6,0,"[7, 8, 12, 15, 15, 7, 3, 1, 9, 0, 0, 8, 9, 13, 13, 4]"
baseline_plain,4,16,4,GF(32),and,3.361701965332031e-05,30,96,0,0,True,7,0,"[7, 4, 6, 6, 6, 10, 8, 4, 14, 7, 3, 4, 8, 3, 6, 9]"
logn_loglogn,4,16,4,GF(32),and,421.08193469047546,12,38333993,0,0,True,7,0,"[7, 4, 6, 6, 6, 10, 8, 4, 14, 7, 3, 4, 8, 3, 6, 9]"
baseline_plain,4,16,4,GF(32),and,1.7404556274414062e-05,39,91,0,0,True,8,0,"[4, 5, 9, 1, 7, 4, 2, 0, 11, 10, 15, 9, 14, 7, 0, 8]"
